invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date
I154064,gchxhyisq3,Male,41,Food & Beverage,1,5.23,Credit Card,2021-12-23
I104297,7kpaaxtxrx,Female,51,Technology,3,3150.0,Debit Card,2021-09-09
I319863,hgokrrpmbl,Female,46,Technology,3,3150.0,Cash,2022-06-01
I319865,uuv91ulill,Male,26,Toys,5,179.2,Cash,2022-03-02
I272243,xvnvuyeft3,Female,61,Clothing,5,1500.4,Credit Card,2021-10-19
I137379,7dtrgqglx0,Male,66,Food & Beverage,3,15.69,Cash,2021-02-18
I321731,pgfrxqxqaz,Male,27,Clothing,2,600.16,Debit Card,2021-01-02
I135439,91ch2b9bt6,Female,52,Souvenir,4,46.92,Cash,2021-06-12
I926970,5p4ca9fsd0,Female,41,Toys,2,71.68,Cash,2021-11-01
I131772,nmyjsiyogi,Female,68,Shoes,3,1800.51,Cash,2021-01-29
I323685,x1zc5fnpme,Male,42,Clothing,3,900.24,Credit Card,2021-02-13
I284715,5td89tkdt8,Male,69,Clothing,1,300.08,Cash,2021-01-31
I239414,t82qt5riwb,Female,61,Clothing,5,1500.4,Cash,2021-07-22
I337777,lcbiuyijkb,Female,43,Clothing,5,1500.4,Cash,2021-07-11
I337886,w9su3owcq8,Male,21,Clothing,5,1500.4,Cash,2021-07-25
I696698,n2heql7cbh,Female,18,Clothing,2,600.16,Cash,2021-01-29
I671638,enr8x022fe,Male,29,Technology,5,5250.0,Cash,2022-03-21
I337348,z4bvo7hsih,Male,20,Food & Beverage,1,5.23,Credit Card,2021-04-12
I218860,a8spuj3p7q,Female,37,Clothing,3,900.24,Credit Card,2021-10-06
I171332,vhylavzsur,Male,25,Shoes,5,3000.85,Cash,2022-05-10
I684710,ekwhnkweda,Female,39,Souvenir,3,35.19,Credit Card,2022-09-14
I100911,lmlfasomp4,Female,18,Technology,1,1050.0,Credit Card,2021-08-29
I250407,cm3sfagiid,Female,64,Clothing,1,300.08,Credit Card,2021-06-05
I780521,eb6oz46qhd,Female,20,Food & Beverage,1,5.23,Cash,2022-12-15
I983228,ds13t8dtju,Male,35,Food & Beverage,2,10.46,Credit Card,2022-01-25
I312162,8o0jk5z97i,Male,61,Clothing,1,300.08,Cash,2021-09-17
I176965,182kwzfrur,Female,34,Shoes,3,1800.51,Cash,2021-12-27
I207879,oyzfvwslf9,Female,34,Food & Beverage,1,5.23,Debit Card,2022-04-07
I224051,92a0xvqk8j,Female,50,Shoes,3,1800.51,Cash,2022-02-17
I131469,xdstdx7s3a,Female,61,Cosmetics,4,162.64,Cash,2022-07-17
I102065,yemsdzml4t,Female,40,Clothing,2,600.16,Debit Card,2022-04-23
I698986,3luvndsad8,Male,46,Souvenir,5,58.65,Debit Card,2022-01-13
I106755,u5lfbrbaq2,Male,65,Toys,1,35.84,Credit Card,2022-09-20
I132437,zqicofl27t,Male,65,Food & Beverage,3,15.69,Credit Card,2021-09-11
I959126,arfdzpx5me,Male,24,Shoes,3,1800.51,Cash,2022-07-31
I251756,lmcrvjkzjj,Male,52,Clothing,2,600.16,Cash,2022-09-25
I988490,3q7mdxjmuz,Female,26,Clothing,3,900.24,Credit Card,2022-01-12
I329734,dnbtthcd3i,Female,33,Food & Beverage,1,5.23,Credit Card,2022-12-27
I237569,kr8gfdojx0,Female,25,Toys,4,143.36,Credit Card,2022-05-26
I207755,nansrsvjbp,Female,45,Cosmetics,2,81.32,Credit Card,2021-07-30
I297170,e60zxgylit,Female,52,Cosmetics,3,121.98,Cash,2022-06-26
I957355,qnbbcpxvkg,Male,46,Clothing,5,1500.4,Cash,2021-06-10
I889499,6zkv1fskce,Female,58,Food & Beverage,5,26.15,Credit Card,2023-03-02
I150642,aa9jjtdj66,Female,48,Books,4,60.6,Cash,2021-03-20
I214627,nlmr3fznjw,Male,65,Food & Beverage,5,26.15,Credit Card,2023-01-11
I201442,wnsz2mxqgy,Female,54,Clothing,5,1500.4,Debit Card,2022-05-29
I798647,nfq6hlhvd4,Female,44,Souvenir,3,35.19,Debit Card,2021-06-25
I172067,wdvsgwihgh,Female,68,Clothing,5,1500.4,Cash,2022-11-01
I109861,q37ja5dfiu,Male,55,Cosmetics,2,81.32,Cash,2021-05-12
I217132,sm3bo0itdy,Female,58,Shoes,4,2400.68,Cash,2021-12-03
I166236,7dfrnlgmlo,Male,59,Shoes,4,2400.68,Cash,2021-05-02
I170769,qbiv5jmnst,Female,23,Cosmetics,1,40.66,Credit Card,2021-02-18
I730470,fnxoamwzix,Female,57,Clothing,4,1200.32,Cash,2021-09-13
I227996,zpcp5o0rfm,Male,27,Shoes,3,1800.51,Cash,2022-05-04
I295150,aae588pwd2,Female,69,Clothing,3,900.24,Cash,2021-09-22
I191267,ubktfafbag,Female,64,Toys,3,107.52,Debit Card,2021-05-16
I324600,zacicadeji,Female,36,Toys,2,71.68,Debit Card,2021-04-13
I376810,qkweysbsao,Female,51,Cosmetics,4,162.64,Cash,2022-06-26
I810806,ftabllnplc,Male,18,Clothing,1,300.08,Credit Card,2022-01-31
I678834,y10atrypyv,Female,60,Clothing,3,900.24,Cash,2022-10-20
I260251,ikh00e4pzr,Male,19,Clothing,4,1200.32,Credit Card,2022-06-30
I224760,ob8wnu4hva,Male,60,Books,4,60.6,Cash,2021-04-11
I515208,3p9gmrvfna,Male,19,Clothing,5,1500.4,Debit Card,2021-12-02
I198926,89rpnxj6fp,Female,36,Food & Beverage,2,10.46,Credit Card,2021-10-07
I283365,09666nnwep,Female,43,Books,3,45.45,Credit Card,2022-11-08
I468059,9y0bxvvwgd,Female,46,Cosmetics,3,121.98,Credit Card,2022-12-09
I220210,l9nrixv2c1,Female,21,Books,4,60.6,Debit Card,2021-05-19
I234017,ekkm47aitf,Female,53,Food & Beverage,2,10.46,Cash,2021-02-10
I244566,cvstbk70op,Female,42,Toys,5,179.2,Cash,2021-12-01
I386162,7hgojlvt78,Male,45,Books,5,75.75,Credit Card,2022-06-11
I650374,yak7syqluy,Female,58,Clothing,4,1200.32,Debit Card,2023-02-09
I872259,ctjhvt2mmm,Male,48,Clothing,5,1500.4,Cash,2022-04-27
I262832,q0tbrcthux,Female,69,Food & Beverage,1,5.23,Cash,2021-01-28
I216892,p2eahlqxkd,Female,49,Clothing,3,900.24,Credit Card,2021-07-09
I516564,jsva1nscbc,Male,60,Shoes,1,600.17,Credit Card,2021-05-23
I102504,di6qigbgx2,Female,34,Clothing,4,1200.32,Debit Card,2022-10-17
I778140,4izuou9pe1,Male,43,Souvenir,1,11.73,Debit Card,2021-06-16
I219100,y8g9lvzpxl,Female,18,Shoes,3,1800.51,Debit Card,2022-04-24
I388638,gaf0ylttdp,Female,18,Shoes,3,1800.51,Cash,2022-01-09
I515429,vvrzcedyg8,Female,40,Food & Beverage,1,5.23,Cash,2022-05-15
I931873,24gos8osgb,Male,56,Food & Beverage,4,20.92,Debit Card,2022-06-12
I268924,tinm9lqmsw,Female,36,Clothing,4,1200.32,Credit Card,2021-11-07
I326244,pn4re3ogsz,Male,29,Toys,1,35.84,Cash,2022-10-05
I151604,czyijex7z4,Female,37,Clothing,1,300.08,Cash,2021-09-11
I305124,tnfab40xyw,Male,34,Cosmetics,3,121.98,Debit Card,2022-06-07
I142955,w21y3buvza,Male,32,Technology,4,4200.0,Debit Card,2022-02-26
I246310,xsnx8fxkww,Female,51,Toys,4,143.36,Credit Card,2021-01-31
I172683,zawusld4lx,Male,62,Toys,1,35.84,Cash,2022-07-22
I877113,13vji05fru,Female,34,Books,5,75.75,Cash,2022-07-01
I101165,tnazkti6gv,Female,34,Clothing,1,300.08,Debit Card,2022-08-21
I916755,19hlqgddq1,Female,41,Clothing,2,600.16,Cash,2023-01-16
I292339,mhdks5xldi,Female,40,Clothing,1,300.08,Credit Card,2021-12-04
I885413,x5xdmbrzkx,Female,39,Cosmetics,4,162.64,Credit Card,2022-12-24
I144163,3o6mnwcdzb,Male,22,Cosmetics,4,162.64,Debit Card,2022-07-16
I290151,renrehx1sw,Female,30,Cosmetics,5,203.3,Credit Card,2021-08-28
I133655,ntvigjxmfm,Male,64,Technology,3,3150.0,Credit Card,2022-02-01
I106701,09hn5cpwkf,Male,37,Shoes,2,1200.34,Credit Card,2022-07-22
I796258,b7urga7jee,Male,27,Clothing,1,300.08,Cash,2021-09-10
I176987,iz2n0bhgfv,Female,35,Technology,1,1050.0,Debit Card,2022-03-09
I272673,4mhidpenn9,Female,53,Cosmetics,1,40.66,Credit Card,2021-10-04
I161897,txwd0fh8xd,Female,18,Technology,5,5250.0,Cash,2021-12-27
I295272,1ublhovztt,Male,57,Toys,1,35.84,Cash,2022-01-10
I105161,hp7c7vdabc,Female,37,Clothing,4,1200.32,Credit Card,2022-07-25
I879877,pchtvuogpl,Female,56,Food & Beverage,3,15.69,Debit Card,2021-10-19
I298231,c3bumktyus,Male,24,Food & Beverage,1,5.23,Cash,2022-10-11
I327326,mb2fwz93vb,Male,24,Clothing,2,600.16,Credit Card,2021-04-06
I313211,jq5dc3fzri,Female,19,Toys,5,179.2,Credit Card,2021-12-04
I331441,lwglg31xto,Female,19,Food & Beverage,1,5.23,Credit Card,2021-04-29
I247441,cc0o9ynqga,Female,51,Clothing,2,600.16,Debit Card,2021-05-28
I116008,ynnqbbzoyb,Female,37,Books,1,15.15,Cash,2023-02-20
I313431,kbq9x8g4dc,Female,20,Clothing,5,1500.4,Credit Card,2023-02-23
I161250,fuyxezxphu,Female,37,Cosmetics,2,81.32,Cash,2021-05-24
I790352,iykmesied2,Female,46,Cosmetics,1,40.66,Credit Card,2022-06-30
I272254,myooszuxc7,Female,26,Toys,3,107.52,Credit Card,2022-04-15
I351420,xpr03wnc4y,Female,34,Shoes,2,1200.34,Cash,2022-11-25
I312792,ettvar7bz3,Female,36,Clothing,2,600.16,Cash,2021-07-04
I279864,p5uyjhrcs3,Female,36,Clothing,3,900.24,Cash,2021-03-06
I205633,q0o3nnl7y5,Male,63,Technology,5,5250.0,Cash,2022-01-02
I789512,t2uvszclne,Male,55,Souvenir,5,58.65,Cash,2021-12-04
I822574,q56lifbamy,Male,64,Cosmetics,4,162.64,Cash,2021-05-18
I146479,sd3a10ugjo,Male,60,Clothing,2,600.16,Credit Card,2023-01-02
I237169,mqbws0sb3a,Male,34,Clothing,1,300.08,Cash,2022-07-04
I265739,y5zyuyqbor,Female,34,Clothing,3,900.24,Credit Card,2022-02-22
I234000,pb2clpx7yd,Male,21,Clothing,2,600.16,Cash,2021-08-01
I250097,8dt5vo1q2l,Female,69,Clothing,4,1200.32,Debit Card,2023-02-06
I915600,3xm0mhtk6p,Female,66,Clothing,4,1200.32,Credit Card,2021-12-11
I507717,zfw1nygy6q,Female,22,Food & Beverage,2,10.46,Cash,2023-03-04
I251347,wo6krejzvv,Female,49,Clothing,2,600.16,Credit Card,2023-01-08
I171832,ocn2hwxadw,Male,19,Clothing,4,1200.32,Credit Card,2021-11-22
I175092,vgz4pbxale,Male,40,Clothing,3,900.24,Cash,2022-07-27
I814176,u5g9qltoon,Female,62,Clothing,3,900.24,Credit Card,2022-02-04
I129625,vfz4d2dpkg,Female,69,Toys,3,107.52,Credit Card,2021-04-04
I294515,ddg2x0zvyg,Male,66,Clothing,4,1200.32,Credit Card,2021-12-11
I292278,3ypikccsat,Female,23,Souvenir,3,35.19,Cash,2022-08-07
I930460,pbd0eookym,Male,61,Food & Beverage,2,10.46,Cash,2021-06-04
I247739,4sriipdcta,Female,65,Technology,4,4200.0,Debit Card,2022-12-29
I149442,9y76wxc9iz,Female,46,Clothing,4,1200.32,Credit Card,2021-11-10
I763409,czsxxwzjlc,Male,51,Food & Beverage,2,10.46,Credit Card,2021-05-30
I162051,qlb7kksry6,Male,23,Food & Beverage,5,26.15,Credit Card,2021-11-02
I348175,gsztde3zcn,Male,41,Technology,1,1050.0,Credit Card,2022-06-17
I326572,gvsv88tjso,Female,61,Toys,1,35.84,Debit Card,2021-04-08
I638962,e7nxiut2bx,Female,47,Cosmetics,3,121.98,Cash,2023-01-21
I297824,x2ank3zgzb,Male,25,Cosmetics,4,162.64,Debit Card,2021-07-22
I366502,tarsqi4ckl,Female,24,Cosmetics,4,162.64,Credit Card,2022-09-26
I412943,poo2kbad1w,Female,64,Clothing,5,1500.4,Debit Card,2021-11-02
I296125,ermityswcb,Female,22,Books,1,15.15,Cash,2022-11-14
I238766,jzmbu8m7wo,Female,56,Clothing,4,1200.32,Debit Card,2022-12-29
I391616,kql3flt6lw,Male,60,Clothing,4,1200.32,Debit Card,2022-06-07
I254698,dixhxctvdq,Female,67,Cosmetics,5,203.3,Cash,2022-01-09
I107179,fgjqmokzid,Female,36,Technology,1,1050.0,Cash,2021-06-13
I309590,mrngkvb4bn,Female,45,Food & Beverage,2,10.46,Cash,2022-06-12
I173428,al1dyc3q3a,Female,46,Clothing,2,600.16,Credit Card,2023-02-12
I208831,nixip0sfs4,Female,23,Cosmetics,4,162.64,Debit Card,2021-06-15
I224400,fzijvudomj,Female,52,Food & Beverage,4,20.92,Cash,2022-10-25
I334423,vzt560awbs,Male,53,Toys,1,35.84,Debit Card,2022-06-30
I157561,j37vioww49,Female,56,Souvenir,2,23.46,Credit Card,2022-12-23
I266546,cnerhdfvba,Male,40,Clothing,4,1200.32,Debit Card,2021-06-13
I330885,dgpi7mdihy,Female,45,Clothing,3,900.24,Debit Card,2021-03-12
I111376,m0uvvrgxob,Male,59,Food & Beverage,1,5.23,Debit Card,2023-01-10
I322496,lepwakcyb6,Male,43,Clothing,3,900.24,Credit Card,2021-04-20
I482264,sfxmhdymxm,Female,33,Toys,5,179.2,Cash,2022-03-17
I313525,mgiqpcqpnd,Female,50,Shoes,1,600.17,Cash,2022-02-16
I200025,zw9ymiusmn,Male,68,Food & Beverage,2,10.46,Credit Card,2021-06-08
I206241,rxkzzmkyvn,Male,31,Cosmetics,1,40.66,Debit Card,2021-11-15
I157383,qxm3cbdfml,Female,21,Shoes,4,2400.68,Cash,2021-12-03
I282523,d3pcgbyf7a,Male,25,Technology,3,3150.0,Cash,2021-01-29
I542607,txhoemx0ei,Female,61,Clothing,4,1200.32,Debit Card,2021-03-15
I121078,jzqbhpfpmw,Female,28,Clothing,1,300.08,Credit Card,2023-02-26
I173071,slql14plea,Female,21,Cosmetics,2,81.32,Cash,2021-10-13
I244214,cs27usmdcq,Male,46,Souvenir,1,11.73,Credit Card,2022-11-14
I290183,blavajs0mg,Female,64,Food & Beverage,5,26.15,Cash,2022-03-25
I681680,yrostw6qfd,Female,61,Clothing,4,1200.32,Debit Card,2022-02-22
I678347,8jjqcnr1cp,Male,45,Souvenir,3,35.19,Credit Card,2021-12-08
I102102,ir33yewkmq,Male,66,Shoes,2,1200.34,Credit Card,2022-06-11
I129689,59aazrbsc6,Male,54,Food & Beverage,3,15.69,Debit Card,2023-01-21
I276621,txknlirzdr,Male,56,Cosmetics,3,121.98,Credit Card,2021-11-24
I248243,whhfqbys72,Female,43,Toys,3,107.52,Cash,2022-09-29
I806668,rwia4vmduh,Male,61,Toys,5,179.2,Cash,2022-11-16
I272400,jqdmpm9md7,Male,48,Food & Beverage,1,5.23,Cash,2022-01-10
I292683,4drrrckouh,Female,35,Technology,1,1050.0,Credit Card,2022-02-23
I198725,bvuuf4kx1j,Male,49,Food & Beverage,2,10.46,Cash,2023-02-23
I321141,ks0hsu0jqi,Female,34,Souvenir,3,35.19,Credit Card,2022-12-08
I190000,s95dnvnppp,Female,27,Clothing,2,600.16,Cash,2022-04-05
I105210,3xgj9qvskn,Female,64,Food & Beverage,2,10.46,Credit Card,2021-06-15
I207907,ctppfzjnl7,Male,35,Food & Beverage,3,15.69,Cash,2022-01-16
I263565,ddyoblbjms,Male,37,Cosmetics,1,40.66,Cash,2022-12-27
I280876,r5ntewzf7k,Male,28,Toys,1,35.84,Credit Card,2021-12-09
I510318,w5dp6grtes,Female,49,Clothing,1,300.08,Cash,2021-05-19
I214404,mgwkappmvb,Male,52,Cosmetics,1,40.66,Credit Card,2021-11-09
I289992,soxjsqi4sr,Female,68,Cosmetics,3,121.98,Cash,2022-02-20
I339372,etzjvzxwww,Male,66,Cosmetics,4,162.64,Debit Card,2022-12-12
I258727,f9dtym9xmj,Male,60,Toys,3,107.52,Credit Card,2022-11-20
I649687,hzfpufkv5o,Female,34,Technology,3,3150.0,Credit Card,2022-05-26
I182173,y3wdpyxjfx,Male,28,Books,1,15.15,Debit Card,2022-10-08
I240363,ccachznwq3,Female,20,Shoes,4,2400.68,Credit Card,2021-04-02
I207804,juz41zt7sn,Male,46,Clothing,4,1200.32,Debit Card,2021-05-03
I328397,dzywvz0jw4,Female,54,Food & Beverage,4,20.92,Debit Card,2022-11-05
I782764,0wncs1ochx,Female,44,Books,4,60.6,Credit Card,2021-09-15
I302256,apebwmxbav,Male,62,Cosmetics,1,40.66,Debit Card,2023-01-22
I401621,p5qeawjeci,Female,50,Toys,4,143.36,Credit Card,2021-05-07
I252356,lpxksb6prw,Male,66,Shoes,4,2400.68,Cash,2021-12-15
I275460,hvzhuyhn4d,Female,22,Clothing,1,300.08,Cash,2021-04-24
I183165,vf15rh1ike,Male,59,Clothing,4,1200.32,Cash,2021-12-20
I305015,lrqxzto80t,Female,58,Cosmetics,2,81.32,Credit Card,2021-01-28
I317905,mk68sq5uwl,Male,27,Toys,1,35.84,Credit Card,2022-04-14
I268228,j9civhcoj1,Female,51,Food & Beverage,2,10.46,Credit Card,2021-06-30
I203492,crwsuksnpm,Female,22,Books,2,30.3,Cash,2022-11-01
I260992,yiyizhqdvk,Male,62,Books,5,75.75,Credit Card,2022-05-12
I236398,g0wgxkdsyf,Female,25,Shoes,5,3000.85,Cash,2022-09-16
I652573,y4iqqjned4,Female,58,Food & Beverage,3,15.69,Debit Card,2021-05-01
I225752,qsnwchwn1m,Female,49,Clothing,1,300.08,Credit Card,2022-10-07
I517104,m2sifhxuui,Male,64,Clothing,3,900.24,Credit Card,2022-05-03
I203671,3ttaqtt8rv,Female,67,Clothing,5,1500.4,Cash,2021-04-24
I154637,bxwbobtq4y,Female,40,Toys,1,35.84,Credit Card,2022-04-27
I132792,vtirezqxyt,Female,63,Toys,5,179.2,Cash,2022-05-16
I129054,j1fzxvl8fb,Female,38,Food & Beverage,2,10.46,Credit Card,2021-03-25
I109046,dkrts3f2ua,Female,43,Food & Beverage,4,20.92,Cash,2022-02-18
I159332,wr10knziez,Male,43,Technology,1,1050.0,Credit Card,2021-01-09
I296205,dejawopeo4,Female,45,Food & Beverage,4,20.92,Credit Card,2022-09-11
I634344,ndbvt7b1rd,Female,43,Cosmetics,4,162.64,Credit Card,2021-04-12
I777144,lemlbqztzt,Female,56,Food & Beverage,1,5.23,Credit Card,2022-09-11
I273579,6kvkscomqp,Female,69,Toys,3,107.52,Cash,2022-04-17
I525955,njcgtxbnnz,Female,42,Clothing,5,1500.4,Credit Card,2021-03-07
I411536,k6lmnzo6rx,Male,26,Clothing,1,300.08,Debit Card,2021-03-11
I249999,knbs51rdw9,Female,30,Toys,3,107.52,Debit Card,2021-07-13
I821222,r3kihjxtog,Female,32,Food & Beverage,5,26.15,Credit Card,2022-05-13
I226397,v7fwvq3ahb,Female,46,Clothing,4,1200.32,Cash,2021-07-31
I174016,c97h3qiiwd,Female,57,Food & Beverage,3,15.69,Credit Card,2023-03-05
I269072,sh9ryqgzzt,Male,38,Food & Beverage,3,15.69,Cash,2021-07-06
I116905,0dgsbhhnra,Female,46,Books,3,45.45,Cash,2021-09-14
I338763,woi0yzgzeb,Female,29,Food & Beverage,5,26.15,Credit Card,2021-11-06
I143082,9ngsovsymm,Female,42,Food & Beverage,3,15.69,Debit Card,2021-05-20
I146567,cy8bmkexuo,Female,25,Cosmetics,2,81.32,Cash,2022-05-20
I228417,mvpkvkypnp,Female,55,Cosmetics,5,203.3,Credit Card,2022-07-27
I227555,cuavypp37o,Male,26,Shoes,1,600.17,Debit Card,2021-01-07
I305137,6j13pihwxw,Male,58,Food & Beverage,2,10.46,Debit Card,2021-10-03
I180006,yrd4k02k5w,Female,42,Toys,5,179.2,Cash,2022-10-24
I318005,gm1u9cnmou,Female,30,Souvenir,3,35.19,Cash,2022-07-17
I133047,ln8ve3rdub,Female,35,Cosmetics,5,203.3,Debit Card,2022-02-12
I138117,3uzhsgkf9u,Female,40,Toys,1,35.84,Credit Card,2023-01-18
I164129,iguwi8ex9c,Male,36,Clothing,2,600.16,Debit Card,2022-12-21
I687959,qs8xftpuzr,Female,43,Clothing,5,1500.4,Cash,2021-01-18
I123207,gt5l7x1qzo,Female,53,Toys,2,71.68,Cash,2022-11-15
I149756,obnuxmqnib,Female,59,Shoes,5,3000.85,Credit Card,2022-03-22
I193932,vdf1gceb3t,Female,27,Clothing,5,1500.4,Debit Card,2022-06-12
I236088,iwqjpkw8id,Female,30,Food & Beverage,3,15.69,Credit Card,2022-03-20
I729724,vqxzvadknr,Female,29,Clothing,5,1500.4,Cash,2022-06-01
I322537,rxdxglwqqu,Male,36,Clothing,2,600.16,Cash,2023-01-14
I311373,egpnxsvie4,Male,44,Food & Beverage,5,26.15,Debit Card,2022-06-12
I210179,f4fnaovywj,Male,65,Cosmetics,2,81.32,Credit Card,2021-05-30
I430711,0jvgjmavdv,Male,43,Clothing,3,900.24,Cash,2021-08-14
I187049,ejqwvedyze,Female,28,Shoes,5,3000.85,Cash,2022-04-13
I264070,69zhumdqba,Male,28,Souvenir,2,23.46,Debit Card,2022-02-05
I318021,1nxyr1oth8,Female,67,Food & Beverage,5,26.15,Credit Card,2022-06-29
I257091,m1mccu4cea,Female,55,Books,2,30.3,Cash,2021-03-18
I213968,4b9cwbmmh8,Female,43,Shoes,1,600.17,Cash,2021-11-14
I129976,ldvgxjrfl2,Female,18,Clothing,1,300.08,Cash,2022-11-06
I178217,psn9k2p0vq,Female,51,Clothing,3,900.24,Cash,2022-01-25
I218396,jbu7jekfuw,Female,18,Food & Beverage,2,10.46,Credit Card,2023-01-07
I172991,2xs0mfafsv,Male,62,Clothing,5,1500.4,Credit Card,2021-11-26
I102059,nyqnwalcje,Female,45,Souvenir,3,35.19,Cash,2022-12-13
I152486,yr5hsm9ilb,Female,27,Clothing,3,900.24,Debit Card,2021-06-05
I202789,sdws2tkblf,Male,37,Clothing,3,900.24,Credit Card,2021-07-04
I799489,ajqdd4q2bs,Male,46,Technology,1,1050.0,Credit Card,2022-09-13
I850670,ohbcsehhdg,Male,27,Clothing,3,900.24,Cash,2021-09-03
I521173,0stxnuda7w,Female,44,Clothing,4,1200.32,Credit Card,2021-07-30
I305334,blxgyxbhz9,Female,50,Toys,3,107.52,Credit Card,2021-10-12
I147741,l0xxwrev6r,Male,53,Toys,5,179.2,Cash,2022-11-17
I673547,dtdi64xtff,Female,69,Souvenir,2,23.46,Cash,2021-07-22
I503645,ibub9i8awf,Female,21,Clothing,2,600.16,Credit Card,2021-05-16
I843433,ttwmzprsvh,Female,55,Clothing,1,300.08,Credit Card,2021-04-22
I135534,ixpumzji0j,Male,60,Cosmetics,3,121.98,Cash,2021-09-29
I149369,rkvhcdnpzg,Male,66,Technology,1,1050.0,Credit Card,2023-02-01
I644381,d4ylhpcq7d,Female,37,Toys,2,71.68,Cash,2022-09-06
I619799,hzfpufkv5o,Male,23,Clothing,1,300.08,Debit Card,2022-01-22
I215970,dir9nximbo,Male,27,Clothing,3,900.24,Credit Card,2021-09-22
I237222,vk4s7tzpub,Male,34,Souvenir,4,46.92,Cash,2022-04-14
I305854,6xohqveasi,Male,25,Food & Beverage,1,5.23,Cash,2021-11-17
I118780,7kh4qjeicl,Female,55,Clothing,1,300.08,Cash,2022-01-23
I280444,0cytdy2ei0,Female,24,Toys,3,107.52,Cash,2021-12-03
I157560,biuqomxit7,Female,65,Clothing,2,600.16,Cash,2023-02-24
I959826,jppdo8efxl,Female,43,Souvenir,2,23.46,Cash,2022-09-18
I211960,ic8tougfwa,Male,67,Clothing,5,1500.4,Cash,2021-11-30
I324797,ardgt6uyja,Male,42,Technology,1,1050.0,Debit Card,2021-07-11
I272819,brdnogic8h,Female,55,Technology,3,3150.0,Credit Card,2022-05-05
I403775,y6hg6wlyij,Female,60,Cosmetics,2,81.32,Credit Card,2021-10-05
I310485,xjqlonp6kg,Female,28,Food & Beverage,4,20.92,Credit Card,2023-03-06
I314191,twprq6q0l2,Male,66,Shoes,2,1200.34,Debit Card,2022-11-10
I842174,9rcvl2jppy,Female,45,Food & Beverage,2,10.46,Credit Card,2021-06-05
I292170,92hiuuxkwu,Female,44,Clothing,2,600.16,Cash,2022-05-04
I180308,b91nmublhm,Female,55,Cosmetics,5,203.3,Cash,2021-06-30
I332633,wxskcsjvwb,Female,66,Food & Beverage,4,20.92,Credit Card,2021-07-28
I276659,i2tjhomkgp,Female,45,Clothing,5,1500.4,Cash,2021-06-14
I111146,viypgwsofl,Male,30,Souvenir,1,11.73,Cash,2022-08-09
I468125,vcj2k4ourm,Female,28,Cosmetics,1,40.66,Cash,2021-07-11
I234747,jrbxuyv7xg,Female,37,Clothing,2,600.16,Debit Card,2022-10-01
I291828,f9ddaffkkm,Female,22,Toys,4,143.36,Cash,2022-05-02
I216859,ttaz8hgwlq,Male,24,Cosmetics,3,121.98,Debit Card,2023-01-07
I195410,bqv8nzajgs,Male,48,Food & Beverage,1,5.23,Cash,2022-07-13
I506260,kafzeq0cro,Female,20,Clothing,5,1500.4,Credit Card,2021-12-13
I316918,zf6bfy1blu,Male,51,Food & Beverage,1,5.23,Credit Card,2022-11-17
I939342,nuynurdncs,Male,46,Shoes,4,2400.68,Cash,2022-03-01
I269412,5jwuocuqbl,Male,63,Books,2,30.3,Credit Card,2022-05-07
I141815,qdrw0kmqkq,Female,34,Food & Beverage,3,15.69,Cash,2022-04-30
I523356,ro70aqydjs,Female,44,Clothing,2,600.16,Cash,2022-05-28
I179053,wj8uy34npp,Male,68,Clothing,4,1200.32,Cash,2023-02-21
I298132,psn9k2p0vq,Male,60,Clothing,3,900.24,Cash,2022-02-17
I320388,4mvcr1wibt,Female,18,Cosmetics,1,40.66,Credit Card,2023-03-04
I106705,grpsdl3znk,Male,69,Clothing,5,1500.4,Credit Card,2022-04-12
I882618,u3pfiw0vzq,Female,31,Clothing,1,300.08,Cash,2021-07-15
I271895,qku2qxvn7j,Female,64,Shoes,1,600.17,Credit Card,2022-09-08
I505253,gyd5ozsvvp,Female,38,Books,3,45.45,Debit Card,2021-06-28
I197035,e0rohbrevr,Female,54,Clothing,5,1500.4,Cash,2021-12-14
I169376,y3cgbmho1n,Male,37,Food & Beverage,1,5.23,Credit Card,2021-07-30
I180586,ye4ohq7ubr,Female,49,Technology,2,2100.0,Credit Card,2022-11-29
I133977,7vck2lmyzp,Male,65,Shoes,1,600.17,Debit Card,2022-11-21
I289788,ya61kkrolk,Male,33,Cosmetics,2,81.32,Cash,2021-12-30
I832266,9k1klifd2b,Female,22,Toys,4,143.36,Debit Card,2022-01-27
I303829,7qfo4hlrz7,Female,53,Cosmetics,5,203.3,Cash,2022-10-23
I282604,sho2rewtrx,Female,54,Clothing,1,300.08,Cash,2022-03-13
I607378,csgzpr2bbi,Female,53,Shoes,5,3000.85,Cash,2022-06-09
I124099,q6ndif6qyj,Male,40,Food & Beverage,2,10.46,Cash,2021-01-22
I147485,npvjkdmqa4,Female,32,Cosmetics,5,203.3,Credit Card,2021-11-30
I270025,se7ucs7bai,Female,63,Cosmetics,3,121.98,Credit Card,2021-05-30
I271396,fg8mavottt,Female,30,Shoes,1,600.17,Debit Card,2021-09-15
I147753,tyiqc3zsii,Female,29,Shoes,3,1800.51,Credit Card,2021-03-16
I203774,yu5lv2weu9,Male,49,Technology,2,2100.0,Debit Card,2022-07-27
I271488,ywxp5cfe3b,Female,46,Clothing,2,600.16,Cash,2021-02-06
